,Problem,Level,Tried,Day
1209,1259,Hard,No,263
1210,988,Medium,No,264
1211,1263,Hard,No,264
1212,987,Medium,No,264
1213,1269,Hard,No,265
1214,991,Medium,No,265
1215,990,Medium,No,265
1216,1274,Hard,No,266
1217,994,Medium,No,266
1218,998,Medium,No,266
1219,1003,Medium,No,267
1220,1278,Hard,No,267
1221,1004,Medium,No,267
1222,1284,Hard,No,268
1223,1007,Medium,No,268
1224,1006,Medium,No,268
1225,1011,Medium,No,269
1226,1289,Hard,No,269
1227,1008,Medium,No,269
1228,1014,Medium,No,270
1229,1293,Hard,No,270
1230,1015,Medium,No,270
1231,1017,Medium,No,271
1232,1016,Medium,No,271
1233,1298,Hard,No,271
1234,1301,Hard,No,272
1235,1020,Medium,No,272
1236,1019,Medium,No,272
1237,1023,Medium,No,273
1238,1024,Medium,No,273
1239,1307,Hard,No,273
1240,1027,Medium,No,274
1241,1026,Medium,No,274
1242,1312,Hard,No,274
1243,1031,Medium,No,275
1244,1029,Medium,No,275
1245,1316,Hard,No,275
1246,1035,Medium,No,276
1247,1320,Hard,No,276
1248,1034,Medium,No,276
1249,1326,Hard,No,277
1250,1039,Medium,No,277
1251,1038,Medium,No,277
1252,1330,Hard,No,278
1253,1041,Medium,No,278
1254,1040,Medium,No,278
1255,1043,Medium,No,279
1256,1045,Medium,No,279
1257,1335,Hard,No,279
1258,1048,Medium,No,280
1259,1049,Medium,No,280
1260,1336,Hard,No,280
1261,1052,Medium,No,281
1262,1053,Medium,No,281
1263,1340,Hard,No,281
1264,1345,Hard,No,282
1265,1054,Medium,No,282
1266,1055,Medium,No,282
1267,1349,Hard,No,283
1268,1057,Medium,No,283
1269,1058,Medium,No,283
1270,1354,Hard,No,284
1271,1059,Medium,No,284
1272,1060,Medium,No,284
1273,1061,Medium,No,285
1274,1359,Hard,No,285
1275,1062,Medium,No,285
1276,1363,Hard,No,286
1277,1066,Medium,No,286
1278,1070,Medium,No,286
1279,1072,Medium,No,287
1280,1073,Medium,No,287
1281,1368,Hard,No,287
1282,1077,Medium,No,288
1283,1079,Medium,No,288
1284,1369,Hard,No,288
1285,1373,Hard,No,289
1286,1081,Medium,No,289
1287,1080,Medium,No,289
1288,1087,Medium,No,290
1289,1090,Medium,No,290
1290,1377,Hard,No,290
1291,1091,Medium,No,291
1292,1093,Medium,No,291
1293,1383,Hard,No,291
1294,1098,Medium,No,292
1295,1094,Medium,No,292
1296,1384,Hard,No,292
1297,1388,Hard,No,293
1298,1100,Medium,No,293
1299,1101,Medium,No,293
1300,1392,Hard,No,294
1301,1102,Medium,No,294
1302,1104,Medium,No,294
1303,1397,Hard,No,295
1304,1107,Medium,No,295
1305,1105,Medium,No,295
1306,1402,Hard,No,296
1307,1110,Medium,No,296
1308,1109,Medium,No,296
1309,1112,Medium,No,297
1310,1406,Hard,No,297
1311,1111,Medium,No,297
1312,1116,Medium,No,298
1313,1411,Hard,No,298
1314,1115,Medium,No,298
1315,1117,Medium,No,299
1316,1120,Medium,No,299
1317,1412,Hard,No,299
1318,1123,Medium,No,300
1319,1124,Medium,No,300
1320,1416,Hard,No,300
1321,1129,Medium,No,301
1322,1126,Medium,No,301
1323,1420,Hard,No,301
1324,1130,Medium,No,302
1325,1131,Medium,No,302
1326,1425,Hard,No,302
1327,1434,Hard,No,303
1328,1135,Medium,No,303
1329,1132,Medium,No,303
1330,1439,Hard,No,304
1331,1139,Medium,No,304
1332,1138,Medium,No,304
1333,1143,Medium,No,305
1334,1140,Medium,No,305
1335,1444,Hard,No,305
1336,1145,Medium,No,306
1337,1144,Medium,No,306
1338,1449,Hard,No,306
1339,1146,Medium,No,307
1340,1149,Medium,No,307
1341,1453,Hard,No,307
1342,1151,Medium,No,308
1343,1458,Hard,No,308
1344,1152,Medium,No,308
1345,1463,Hard,No,309
1346,1155,Medium,No,309
1347,1156,Medium,No,309
1348,1161,Medium,No,310
1349,1158,Medium,No,310
1350,1467,Hard,No,310
1351,1473,Hard,No,311
1352,1162,Medium,No,311
1353,1164,Medium,No,311
1354,1166,Medium,No,312
1355,1478,Hard,No,312
1356,1167,Medium,No,312
1357,1171,Medium,No,313
1358,1169,Medium,No,313
1359,1479,Hard,No,313
1360,1177,Medium,No,314
1361,1174,Medium,No,314
1362,1483,Hard,No,314
1363,1181,Medium,No,315
1364,1182,Medium,No,315
1365,1489,Hard,No,315
1366,1186,Medium,No,316
1367,1494,Hard,No,316
1368,1188,Medium,No,316
1369,1191,Medium,No,317
1370,1190,Medium,No,317
1371,1499,Hard,No,317
1372,1505,Hard,No,318
1373,1193,Medium,No,318
1374,1195,Medium,No,318
1375,1198,Medium,No,319
1376,1197,Medium,No,319
1377,1510,Hard,No,319
1378,1201,Medium,No,320
1379,1202,Medium,No,320
1380,1515,Hard,No,320
1381,1205,Medium,No,321
1382,1204,Medium,No,321
1383,1516,Hard,No,321
1384,1208,Medium,No,322
1385,1209,Medium,No,322
1386,1520,Hard,No,322
1387,1521,Hard,No,323
1388,1212,Medium,No,323
1389,1214,Medium,No,323
1390,1215,Medium,No,324
1391,1218,Medium,No,324
1392,1526,Hard,No,324
1393,1222,Medium,No,325
1394,1219,Medium,No,325
1395,1531,Hard,No,325
1396,1537,Hard,No,326
1397,1223,Medium,No,326
1398,1226,Medium,No,326
1399,1227,Medium,No,327
1400,1542,Hard,No,327
1401,1229,Medium,No,327
1402,1547,Hard,No,328
1403,1233,Medium,No,328
1404,1230,Medium,No,328
1405,1548,Hard,No,329
1406,1234,Medium,No,329
1407,1236,Medium,No,329
1408,1553,Hard,No,330
1409,1239,Medium,No,330
1410,1238,Medium,No,330
1411,1559,Hard,No,331
1412,1244,Medium,No,331
1413,1242,Medium,No,331
1414,1563,Hard,No,332
1415,1245,Medium,No,332
1416,1247,Medium,No,332
1417,1248,Medium,No,333
1418,1249,Medium,No,333
1419,1568,Hard,No,333
1420,1569,Hard,No,334
1421,1253,Medium,No,334
1422,1254,Medium,No,334
1423,1257,Medium,No,335
1424,1256,Medium,No,335
1425,1575,Hard,No,335
1426,1258,Medium,No,336
1427,1261,Medium,No,336
1428,1579,Hard,No,336
1429,1585,Hard,No,337
1430,1262,Medium,No,337
1431,1264,Medium,No,337
1432,1591,Hard,No,338
1433,1265,Medium,No,338
1434,1267,Medium,No,338
1435,1268,Medium,No,339
1436,1270,Medium,No,339
1437,1595,Hard,No,339
1438,1272,Medium,No,340
1439,1273,Medium,No,340
1440,1597,Hard,No,340
1441,1276,Medium,No,341
1442,1277,Medium,No,341
1443,1601,Hard,No,341
1444,1283,Medium,No,342
1445,1282,Medium,No,342
1446,1606,Hard,No,342
1447,1286,Medium,No,343
1448,1610,Hard,No,343
1449,1285,Medium,No,343
1450,1288,Medium,No,344
1451,1611,Hard,No,344
1452,1291,Medium,No,344
1453,1617,Hard,No,345
1454,1292,Medium,No,345
1455,1296,Medium,No,345
1456,1297,Medium,No,346
1457,1300,Medium,No,346
1458,1302,Medium,No,347
1459,1305,Medium,No,347
1460,1306,Medium,No,348
1461,1308,Medium,No,348
1462,1310,Medium,No,349
1463,1311,Medium,No,349
1464,1315,Medium,No,350
1465,1314,Medium,No,350
1466,1318,Medium,No,351
1467,1319,Medium,No,351
1468,1321,Medium,No,352
1469,1324,Medium,No,352
1470,1328,Medium,No,353
1471,1325,Medium,No,353
1472,1333,Medium,No,354
1473,1329,Medium,No,354
1474,1334,Medium,No,355
1475,1338,Medium,No,355
1476,1341,Medium,No,356
1477,1339,Medium,No,356
1478,1343,Medium,No,357
1479,1344,Medium,No,357
1480,1347,Medium,No,358
1481,1348,Medium,No,358
1482,1353,Medium,No,359
1483,1352,Medium,No,359
1484,1355,Medium,No,360
1485,1357,Medium,No,360
1486,1358,Medium,No,361
1487,1361,Medium,No,361
1488,1364,Medium,No,362
1489,1362,Medium,No,362
1490,1366,Medium,No,363
1491,1367,Medium,No,363
1492,1372,Medium,No,364
1493,1371,Medium,No,364
1494,1375,Medium,No,365
1495,1376,Medium,No,365
1496,1379,Medium,No,366
1497,1381,Medium,No,366
1498,1382,Medium,No,367
1499,1386,Medium,No,367
1500,1390,Medium,No,368
1501,1387,Medium,No,368
1502,1393,Medium,No,369
1503,1391,Medium,No,369
1504,1395,Medium,No,370
1505,1396,Medium,No,370
1506,1398,Medium,No,371
1507,1400,Medium,No,371
1508,1401,Medium,No,372
1509,1404,Medium,No,372
1510,1405,Medium,No,373
1511,1409,Medium,No,373
1512,1414,Medium,No,374
1513,1410,Medium,No,374
1514,1418,Medium,No,375
1515,1415,Medium,No,375
1516,1419,Medium,No,376
1517,1421,Medium,No,376
1518,1423,Medium,No,377
1519,1424,Medium,No,377
1520,1428,Medium,No,378
1521,1429,Medium,No,378
1522,1432,Medium,No,379
1523,1430,Medium,No,379
1524,1433,Medium,No,380
1525,1437,Medium,No,380
1526,1440,Medium,No,381
1527,1438,Medium,No,381
1528,1442,Medium,No,382
1529,1443,Medium,No,382
1530,1445,Medium,No,383
1531,1447,Medium,No,383
1532,1448,Medium,No,384
1533,1451,Medium,No,384
1534,1454,Medium,No,385
1535,1452,Medium,No,385
1536,1456,Medium,No,386
1537,1457,Medium,No,386
1538,1461,Medium,No,387
1539,1459,Medium,No,387
1540,1462,Medium,No,388
1541,1465,Medium,No,388
1542,1466,Medium,No,389
1543,1468,Medium,No,389
1544,1472,Medium,No,390
1545,1471,Medium,No,390
1546,1476,Medium,No,391
1547,1477,Medium,No,391
1548,1481,Medium,No,392
1549,1482,Medium,No,392
1550,1487,Medium,No,393
1551,1485,Medium,No,393
1552,1488,Medium,No,394
1553,1490,Medium,No,394
1554,1493,Medium,No,395
1555,1492,Medium,No,395
1556,1497,Medium,No,396
1557,1498,Medium,No,396
1558,1500,Medium,No,397
1559,1501,Medium,No,397
1560,1503,Medium,No,398
1561,1504,Medium,No,398
1562,1508,Medium,No,399
1563,1506,Medium,No,399
1564,1509,Medium,No,400
1565,1513,Medium,No,400
1566,1514,Medium,No,401
1567,1519,Medium,No,401
1568,1522,Medium,No,402
1569,1524,Medium,No,402
1570,1525,Medium,No,403
1571,1529,Medium,No,403
1572,1530,Medium,No,404
1573,1532,Medium,No,404
1574,1535,Medium,No,405
1575,1533,Medium,No,405
1576,1536,Medium,No,406
1577,1538,Medium,No,406
1578,1540,Medium,No,407
1579,1541,Medium,No,407
1580,1545,Medium,No,408
1581,1546,Medium,No,408
1582,1549,Medium,No,409
1583,1551,Medium,No,409
1584,1552,Medium,No,410
1585,1554,Medium,No,410
1586,1557,Medium,No,411
1587,1555,Medium,No,411
1588,1561,Medium,No,412
1589,1558,Medium,No,412
1590,1562,Medium,No,413
1591,1564,Medium,No,413
1592,1567,Medium,No,414
1593,1570,Medium,No,414
1594,1574,Medium,No,415
1595,1573,Medium,No,415
1596,1578,Medium,No,416
1597,1577,Medium,No,416
1598,1580,Medium,No,417
1599,1583,Medium,No,417
1600,1586,Medium,No,418
1601,1584,Medium,No,418
1602,1589,Medium,No,419
1603,1590,Medium,No,419
1604,1593,Medium,No,420
1605,1594,Medium,No,420
1606,1599,Medium,No,421
1607,1596,Medium,No,421
1608,1600,Medium,No,422
1609,1602,Medium,No,422
1610,1604,Medium,No,423
1611,1605,Medium,No,423
1612,1609,Medium,No,424
1613,1612,Medium,No,424
1614,1613,Medium,No,425
1615,1615,Medium,No,425
1616,1618,Medium,No,426
1617,1616,Medium,No,426
